City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Manadhoo,5.7667,73.3833,82.26,76,99,8.01,MV,1628019267
Novikovo,51.1537,37.8879,65.55,70,98,7.63,RU,1628019267
Dinguiraye,11.3,-10.7167,73.42,87,100,1.88,GN,1628019268
Santa Luzia,-19.7697,-43.8514,80.74,34,40,3.44,BR,1628019268
Bengkulu,-3.8004,102.2655,75.7,91,81,3.49,ID,1628019268
Maţāy,28.419,30.7792,94.19,13,0,6.24,EG,1628019268
Mīrābād,30.4362,61.8383,91.65,10,0,18.03,AF,1628019269
Narsaq,60.9167,-46.05,50.22,94,100,0.69,GL,1628019269
Kiunga,-6.1219,141.2906,72.97,98,100,2.13,PG,1628019269
Zyryanka,65.75,150.85,43.99,58,90,16.87,RU,1628019270
Okhotsk,59.3833,143.3,53.58,74,0,3.58,RU,1628019270
Cap Malheureux,-19.9842,57.6142,70.29,70,0,3.0,MU,1628019270
Aitape,-3.1374,142.3475,78.12,87,19,5.46,PG,1628019270
Mariinsk,56.2139,87.7472,58.05,96,78,4.07,RU,1628019271
Walla Walla,46.0646,-118.343,100.08,29,1,4.61,US,1628019005
Karratha,-20.7377,116.8463,61.86,25,5,16.51,AU,1628019271
Lompoc,34.6391,-120.4579,85.21,72,1,13.8,US,1628019239
Butajīra,8.1167,38.3667,59.07,89,94,2.95,ET,1628019272
Tuatapere,-46.1333,167.6833,32.83,91,100,5.21,NZ,1628019272
Pasaje,-3.3333,-79.8167,80.31,56,63,8.37,EC,1628019272
Nefteyugansk,61.0998,72.6035,59.25,77,15,8.95,RU,1628019273
Faya,18.3851,42.4509,66.31,78,39,4.68,SA,1628019273
Pimenta Bueno,-11.6725,-61.1936,97.59,16,5,3.31,BR,1628019160
Bedelē,8.456,36.353,54.63,98,100,1.41,ET,1628019273
Mumford,5.2618,-0.759,76.19,91,17,13.15,GH,1628019273
Basti,26.8,82.7167,80.76,81,99,5.82,IN,1628019274
Rincon,32.296,-81.2354,85.96,70,75,6.91,US,1628019274
Halifax,44.6453,-63.5724,77.41,65,75,4.0,CA,1628019237
Burnie,-41.0667,145.9167,48.36,84,7,10.76,AU,1628019274
Zinapécuaro,19.8667,-100.8167,74.05,72,82,2.84,MX,1628019275
Dubovskoye,47.4092,42.7575,82.94,30,0,6.98,RU,1628019275
Araouane,18.9048,-3.5265,101.52,26,32,1.79,ML,1628019276
Salekhard,66.53,66.6019,55.18,87,0,5.55,RU,1628019276
Chumikan,54.7183,135.315,51.12,93,100,6.67,RU,1628019276
Montevideo,-34.8335,-56.1674,62.62,67,0,4.0,UY,1628019276
Tofield,53.3668,-112.6686,78.12,26,0,15.03,CA,1628019277
Kibiti,-7.7218,38.9375,66.11,95,0,4.29,TZ,1628019277
Olafsvik,64.8945,-23.7142,54.59,83,98,6.55,IS,1628019277
Kassala,15.451,36.4,78.75,72,100,14.0,SD,1628019278
Cornwall,45.0181,-74.7281,78.26,50,40,11.5,CA,1628019278
Topolobampo,25.6,-109.05,97.05,49,20,5.75,MX,1628019279
Wanaka,-44.7,169.15,31.1,99,98,1.01,NZ,1628019279
Santiago,-33.4569,-70.6483,81.28,20,0,4.61,CL,1628019019
Benguela,-12.5763,13.4055,70.32,86,2,2.08,AO,1628019279
Harper,4.375,-7.7169,76.39,81,54,6.35,LR,1628019280
Kharp,66.8014,65.8081,55.17,85,0,2.98,RU,1628019280
Maniitsoq,65.4167,-52.9,48.11,88,43,8.68,GL,1628019280
Caravelas,-17.7125,-39.2481,71.15,76,56,5.37,BR,1628019281
Whitehorse,60.7161,-135.0538,62.1,67,40,10.0,CA,1628019006
Igualada,41.581,1.6172,76.96,67,60,8.01,ES,1628019281
Marovoay,-16.1,46.6333,75.34,70,28,0.83,MG,1628019281
Tazovsky,67.4667,78.7,57.51,86,100,3.11,RU,1628019282
Arrondissement de Cambrai,50.1667,3.4167,63.7,92,100,0.6,FR,1628019282
Sola,-13.8833,167.55,77.04,70,59,13.98,VU,1628019282
Pocatello,42.8713,-112.4455,81.48,43,1,3.0,US,1628019283
Kostroma,57.7708,40.9344,64.11,73,48,6.51,RU,1628019283
Ambulu,-8.345,113.6058,73.42,92,51,2.64,ID,1628019283
Xingyi,24.1877,102.817,60.39,93,37,3.89,CN,1628019284
Moree,-29.4667,149.85,39.22,87,0,5.75,AU,1628019284
Selenduma,50.9131,106.2406,57.33,82,100,4.5,RU,1628019284
Pho Thong,14.6673,100.4088,78.24,80,100,6.55,TH,1628019284
Klaksvík,62.2266,-6.589,52.72,94,100,5.57,FO,1628019285
Itapirapuã,-15.8233,-50.6133,91.0,19,34,8.28,BR,1628019285
Luorong,24.4058,109.6086,80.28,76,95,3.65,CN,1628019286
Waverly,42.7392,-84.6208,80.49,46,1,4.61,US,1628019286
Rome,43.2128,-75.4557,79.95,44,20,4.61,US,1628019086
Marawi,7.9986,124.2928,67.64,87,100,5.12,PH,1628019286
Saint-François,46.4154,3.9054,60.24,92,90,4.61,FR,1628019287
Imbituba,-28.24,-48.6703,63.82,76,2,10.78,BR,1628019287
Mezen',65.8522,44.24,60.35,82,49,11.01,RU,1628019287
Gudāri,19.35,83.7833,76.3,88,91,2.13,IN,1628019288
Riohacha,11.5444,-72.9072,84.16,71,99,10.33,CO,1628019288
Taoudenni,22.6783,-3.9836,107.55,14,34,2.37,ML,1628019288
Agirish,61.9247,63.0231,63.84,70,99,3.87,RU,1628019288
Beyneu,45.3167,55.2,92.86,18,2,8.55,KZ,1628019289
Puerto del Rosario,28.5004,-13.8627,74.88,73,40,14.97,ES,1628019289
Yurimaguas,-5.9,-76.0833,89.76,62,20,9.22,PE,1628019289
Slavutych,51.5196,30.7343,59.23,68,2,4.14,UA,1628019290
Sal Rei,16.1833,-22.9167,80.8,78,40,18.41,CV,1628019290
Derveni,38.1333,22.4167,93.0,40,17,2.06,GR,1628019290
Torbay,47.6666,-52.7314,72.88,63,20,19.57,CA,1628019290
Salalah,17.0151,54.0924,78.89,94,90,5.75,OM,1628019291
Kaitangata,-46.2817,169.8464,41.94,85,14,3.31,NZ,1628019291
Verkhoyansk,67.5447,133.385,56.5,47,20,3.89,RU,1628019292
Manama,26.2154,50.5832,100.38,37,0,4.61,BH,1628019126
Riachão das Neves,-11.7461,-44.91,87.08,23,0,6.31,BR,1628019292
Heraclea,37.5133,34.0467,71.8,27,0,2.21,TR,1628019292
Rawlins,41.7911,-107.2387,70.23,57,40,6.91,US,1628019177
Esperantina,-3.9017,-42.2336,92.89,30,26,2.3,BR,1628019293
Constantine,36.365,6.6147,87.21,45,40,9.22,DZ,1628019293
Nebolchi,59.1239,33.3454,55.24,94,13,8.39,RU,1628019293
Semey,50.4111,80.2275,68.85,54,20,6.26,KZ,1628019294
Ukiah,39.1502,-123.2078,102.13,22,1,3.44,US,1628019294
Balaipungut,1.05,101.2833,73.87,99,85,0.85,ID,1628019294
Ketchikan,55.3422,-131.6461,59.47,88,90,3.44,US,1628019006
Santa Fe,-31.6333,-60.7,70.75,25,100,4.0,AR,1628019295
São Félix do Xingu,-6.6447,-51.995,95.23,19,39,4.72,BR,1628019295
Ahipara,-35.1667,173.1667,51.85,75,91,7.34,NZ,1628019295
Ola,59.5833,151.2833,50.07,59,1,8.95,RU,1628019296
Zyryanskoye,56.8306,86.6258,57.97,96,37,4.05,RU,1628019296
Raudeberg,61.9875,5.1352,58.6,82,37,5.19,NO,1628019296
Alekseyevsk,57.8406,108.3492,53.4,95,10,1.77,RU,1628019297
Watsa,3.0372,29.5355,64.15,97,68,1.79,CD,1628019297
Ves'yegonsk,58.664,37.2604,57.47,80,3,7.54,RU,1628019297
Pacific Grove,36.6177,-121.9166,89.8,82,40,1.01,US,1628019297
Rio Grande,-32.035,-52.0986,59.11,81,40,6.46,BR,1628019116
Gelibolu,40.4103,26.6708,82.26,60,0,15.01,TR,1628019298
Kosh-Agach,50.0,88.6667,52.43,72,6,3.89,RU,1628019298
Champerico,14.3,-91.9167,91.94,66,95,7.43,GT,1628019298
Ekibastuz,51.6667,75.3667,70.48,47,83,5.86,KZ,1628019299
Muaná,-1.5283,-49.2167,89.4,47,22,1.25,BR,1628019299
Huadian,42.9633,126.7478,66.99,93,97,2.39,CN,1628019299
St. George's,12.0564,-61.7485,85.68,70,20,17.27,GD,1628019217
Vung Tau,10.346,107.0843,80.94,83,100,16.69,VN,1628019233
Lexington Park,38.2668,-76.4538,79.47,67,90,5.75,US,1628019300
Augsburg,48.3667,10.8833,62.62,82,0,10.36,DE,1628018640
Santa Vitória,-18.8386,-50.1214,82.17,27,73,9.13,BR,1628019300
Acapulco de Juárez,16.8634,-99.8901,89.42,74,40,6.91,MX,1628019155
Killybegs,54.6333,-8.45,60.51,86,100,4.43,IE,1628019301
Fukuechō,32.6881,128.8419,80.96,78,28,2.8,JP,1628019301
Bonavista,48.6499,-53.1147,75.2,72,83,4.18,CA,1628019302
Tacuarembó,-31.7333,-55.9833,61.57,61,65,6.33,UY,1628019302
Sabang,5.8933,95.3214,83.21,76,100,23.15,ID,1628019311
Garoowe,8.4054,48.4845,82.22,44,6,25.86,SO,1628019312
Kurayoshi,35.4333,133.8167,78.62,88,27,6.46,JP,1628019312
Hermosillo,29.0667,-110.9667,102.24,36,1,3.44,MX,1628019313
Gogrial,8.5332,28.1004,71.71,92,80,4.52,SS,1628019313
Štíty,49.9612,16.7658,64.89,84,94,1.54,CZ,1628019313
Messina,38.1933,15.5497,85.96,72,0,4.61,IT,1628019238
Kununurra,-15.7667,128.7333,75.18,31,48,6.91,AU,1628019314
Vao,-22.6667,167.4833,68.86,66,39,3.91,NC,1628019314
Hearst,49.6835,-83.6665,66.45,27,11,4.76,CA,1628019314
Husavik,66.0449,-17.3389,53.51,81,88,4.72,IS,1628019315
Yangambi,0.8102,24.4336,75.11,70,43,2.19,CD,1628019315
Correntina,-13.3433,-44.6367,84.13,26,32,6.91,BR,1628019315
Fos-sur-Mer,43.4377,4.9446,76.84,60,0,6.91,FR,1628019316
Gaoua,10.2992,-3.2508,77.5,75,100,4.07,BF,1628019316
Kaeo,-35.1,173.7833,44.33,89,85,4.21,NZ,1628019316
Ca Mau,9.1769,105.15,78.04,90,100,5.17,VN,1628019317
Manitouwadge,49.1215,-85.8403,75.92,41,45,4.61,CA,1628019317
Kiryat Gat,31.61,34.7642,90.39,41,0,6.98,IL,1628019317
Bitung,1.4451,125.1824,76.05,86,66,9.08,ID,1628019318
Gweta,-20.1833,25.2333,62.73,30,0,10.74,BW,1628019318
Mocuba,-16.8392,36.9856,61.03,81,18,3.91,MZ,1628019318
Menzel Salem,35.8567,8.4765,96.8,15,40,6.44,TN,1628019318
Quinto di Treviso,45.6481,12.1667,77.27,69,0,1.14,IT,1628019319
Porto Santo,33.072,-16.3415,73.78,64,40,12.66,PT,1628019319
Hokitika,-42.7167,170.9667,37.08,74,13,8.43,NZ,1628019319
Aketi,2.7388,23.7833,72.82,89,97,2.26,CD,1628019320
Fallon,39.4735,-118.7774,94.78,13,20,3.44,US,1628019320
Abay,49.6311,72.8539,55.78,56,16,1.83,KZ,1628019320
Gouré,13.9835,10.2704,86.02,50,5,9.08,NE,1628019320
Cauquenes,-35.9671,-72.3225,65.55,51,3,2.42,CL,1628019321
Cortez,37.3489,-108.5859,83.93,35,75,12.66,US,1628019321
Sistranda,63.7256,8.834,53.91,66,15,3.4,NO,1628019321
Ponta Delgada,37.7333,-25.6667,75.92,78,40,8.05,PT,1628019322
Colares,38.7992,-9.4469,71.28,72,20,10.0,PT,1628019322
Muzaffarabad,34.37,73.4711,75.42,84,1,4.34,PK,1628019322
Kodoli,16.8833,74.2,72.25,90,100,11.48,IN,1628019323
Ust-Tsilma,65.441,52.1498,66.88,74,100,9.22,RU,1628019323
Makhachkala,42.9764,47.5024,76.98,41,0,5.7,RU,1628019137
Villa Hayes,-25.0931,-57.5236,73.49,33,0,4.61,PY,1628019323
Riyadh,24.6877,46.7219,96.94,9,57,10.04,SA,1628019324
Margate,51.3813,1.3862,63.3,66,0,1.99,GB,1628019324
Villa María,-32.4075,-63.2402,71.82,36,97,10.85,AR,1628019324
Nagar,27.4333,77.1,80.49,80,100,11.27,IN,1628019325
Luk Pu,23.1742,112.2809,81.88,93,98,2.73,CN,1628019325
Boffa,10.1667,-14.0333,76.35,85,96,4.76,GN,1628019325
Domoni,-12.2569,44.5319,74.16,77,0,5.91,KM,1628019326
Bariloche,-41.1456,-71.3082,58.75,29,0,3.44,AR,1628019029
Aklavik,68.2191,-135.0107,54.43,71,75,3.44,CA,1628019326
Nago,26.5881,127.9761,80.76,90,100,18.16,JP,1628019326
Korla,41.7597,86.1469,78.93,23,44,4.29,CN,1628019327
Anadyr,64.75,177.4833,46.9,87,75,21.99,RU,1628019327
Gopālpur,19.2667,84.9167,82.09,77,100,5.79,IN,1628019327
Shar,49.5886,81.0453,67.75,60,19,5.28,KZ,1628019327
San Luis,-33.295,-66.3356,69.71,21,35,1.72,AR,1628019328
Teya,60.3778,92.6267,60.87,72,86,0.27,RU,1628019328
Bagotville,-28.9833,153.4167,53.49,61,0,8.63,AU,1628019328
